"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"656";"              ";"@@@@@";;"Mondy";;
"657";"              ";"@@@@@";;"Montanaro";;
"658";"              ";"@@@@@";;"Morash";;
"659";"              ";"@@@@@";;"Morgan";;
"66";"               ";"@@@@@";;"Collins";;
"660";"              ";"@@@@@";;"Moriarty";;
"661";"              ";"@@@@@";;"Morris";;
"662";"              ";"@@@@@";;"Mosher";;
"663";"              ";"@@@@@";;"Mulford";;
"664";"              ";"@@@@@";;"Mullen";;
"665";"              ";"@@@@@";;"Murrell";;
"666";"              ";"@@@@@";;"Nekolny";;
"667";"              ";"@@@@@";;"Nerby";;
"668";"              ";"@@@@@";;"Nguyen";;
"669";"              ";"@@@@@";;"Nocella";;
"67";"               ";"@@@@@";;"Conley";;
"670";"              ";"@@@@@";;"Nocom";;
"671";"              ";"@@@@@";;"Noftz";;
"672";"              ";"@@@@@";;"Norris";;
"673";"              ";"@@@@@";;"Norton";;
"674";"              ";"@@@@@";;"Odea";;
"675";"              ";"-----";;"Opava";;
"676";"              ";"-----";;"Parks";;
"677";"              ";"-----";;"Penty";;
"678";"              ";"-----";;"Perkins";;
"679";"              ";"-----";;"Perry";;
"68";"               ";"@@@@@";;"Cook";;
"680";"              ";"-----";;"Petrime";;
"681";"              ";"-----";;"Phillips";;
"682";"              ";"-----";;"Phipps";;
"683";"              ";"-----";;"Provencio";;
"684";"              ";"-----";;"Quick";;
"685";"              ";"-----";;"Ragsdale";;
"686";"              ";"-----";;"Ramsey";;
"687";"              ";"-----";;"Rash";;
"688";"              ";"-----";;"Redman";;
"689";"              ";"-----";;"Regan";;
"69";"               ";"@@@@@";;"Copelan";;
"690";"              ";"-----";;"Revilla";;
"691";"              ";"-----";;"Rivera";;
"692";"              ";"-----";;"Rix";;
"693";"              ";"-----";;"Roark";;
"694";"              ";"-----";;"Robert";;
"695";"              ";"-----";;"Ruwitch";;
"696";"              ";"-----";;"Saffell";;
"697";"              ";"-----";;"Saldinger";;
"698";"              ";"-----";;"Santos";;
"699";"              ";"-----";;"Sargent ";;
"7";"                ";"@@@@@";;"Alvarado";;
"70";"               ";"@@@@@";;"Coss";;
"700";"              ";"-----";;"Sarkar";;
"701";"              ";"-----";;"Saseenthar";;
"702";"              ";"-----";;"Savage";;
"703";"              ";"-----";;"Sawyer";;
"704";"              ";"-----";;"Schroeder";;
"705";"              ";"-----";;"Scism";;
"706";"              ";"-----";;"Searle";;
"707";"              ";"-----";;"Sheckles";;
"708";"              ";"-----";;"Shelden";;
"709";"              ";"-----";;"Sheraton";;
"71";"               ";"@@@@@";;"Costa";;
"710";"              ";"-----";;"Sheridan";;
"711";"              ";"-----";;"Siggins";;
"712";"              ";"-----";;"Sikes";;
"713";"              ";"-----";;"Silverstone";;
"714";"              ";"-----";;"Singh";;
"715";"              ";"-----";;"Sippola";;
"716";"              ";"-----";;"Smith";;
"717";"              ";"-----";;"Snyder";;
"718";"              ";"-----";;"Spircoff";;
"719";"              ";"-----";;"Staaden";;
"72";"               ";"@@@@@";;"Crane";;
"720";"              ";"-----";;"Stackpole";;
"721";"              ";"-----";;"Starkey";;
"722";"              ";"-----";;"Staunton";;
"723";"              ";"-----";;"Styren";;
"724";"              ";"-----";;"Summerlin";;
"725";"              ";"-----";;"Susor";;
"726";"              ";"-----";;"Swartz";;
"727";"              ";"-----";;"Sweet";;
"728";"              ";"-----";;"Sweetman";;
"729";"              ";"-----";;"Taylor";;
"73";"               ";"@@@@@";;"Crownover";;
"730";"              ";"-----";;"Tenney";;
"731";"              ";"-----";;"Tran";;
"732";"              ";"-----";;"Treanor";;
"733";"              ";"-----";;"Tribble";;
"734";"              ";"-----";;"Trimble";;
"735";"              ";"-----";;"Tsun";;
"736";"              ";"-----";;"Turner";;
"737";"              ";"-----";;"Tyler";;
"738";"              ";"-----";;"Udomtha";;
"739";"              ";"-----";;"Vasquez";;
"74";"               ";"@@@@@";;"Cunningham";;
"740";"              ";"-----";;"Ventresca";;
"741";"              ";"-----";;"Ver Brugge";;
"742";"              ";"-----";;"Vicnaire";;
"743";"              ";"-----";;"Villegas";;
"744";"              ";"-----";;"Wade";;
"745";"              ";"-----";;"Walano";;
"746";"              ";"-----";;"Walker";;
"747";"              ";"-----";;"Weathers";;
"748";"              ";"-----";;"Weaver";;
"749";"              ";"-----";;"Weeks";;
"75";"               ";"@@@@@";;"Daniel";;
"750";"              ";"-----";;"Wells";;
"751";"              ";"-----";;"Wetherby";;
"752";"              ";"-----";;"White";;
"753";"              ";"-----";;"Williams";;
"754";"              ";"-----";;"Winn";;
"755";"              ";"-----";;"Wong";;
"756";"              ";"-----";;"Woodward";;
"757";"              ";"-----";;"Xia";;
"758";"              ";"-----";;"York";;
"759";"              ";"-----";;"Zegarski";;
"76";"               ";"@@@@@";;"Daugherty";;
"760";"              ";"-----";;"Zych";;
"77";"               ";"@@@@@";;"David";;
"78";"               ";"@@@@@";;"Davila";;
"79";"               ";"@@@@@";;"Dean";;
"8";"                ";"@@@@@";;"Alvarez";;
"80";"               ";"@@@@@";;"Decker";;
"81";"               ";"@@@@@";;"Dennis";;
"82";"               ";"@@@@@";;"Diaz";;
"83";"               ";"@@@@@";;"Dickerson";;
"84";"               ";"@@@@@";;"Dickson";;
"85";"               ";"@@@@@";;"Dillon";;
"86";"               ";"@@@@@";;"Dimick";;
"87";"               ";"@@@@@";;"Dodson";;
"88";"               ";"@@@@@";;"Dominguez";;
"89";"               ";"@@@@@";;"Donaldson";;
"9";"                ";"@@@@@";;"Anthony";;
"90";"               ";"@@@@@";;"Dorsey";;
"91";"               ";"@@@@@";;"Dougherty";;
"92";"               ";"@@@@@";;"Downs";;
"93";"               ";"@@@@@";;"Doyle";;
"94";"               ";"@@@@@";;"Drescher";;
"95";"               ";"@@@@@";;"Dubree";;
"96";"               ";"@@@@@";;"Dudley";;
"97";"               ";"@@@@@";;"Duffy";;
"98";"               ";"@@@@@";;"Duke";;
"99";"               ";"@@@@@";;"Duncan";;
"1";"                ";"@@@@@";;"Abramov";;
"10";"               ";"@@@@@";;"Antonovitch";;
"100";"              ";"@@@@@";;"Ekel";;
"101";"              ";"@@@@@";;"Elefterov";;
"102";"              ";"@@@@@";;"Elin";;
"103";"              ";"@@@@@";;"Eline";;
"104";"              ";"@@@@@";;"Elkine";;
"105";"              ";"@@@@@";;"Elmpt";;
"106";"              ";"@@@@@";;"Emanouïl";;
"107";"              ";"@@@@@";;"Emine";;
"108";"              ";"@@@@@";;"Emski";;
"109";"              ";"@@@@@";;"Emskikh";;
"11";"               ";"@@@@@";;"Armyanski";;
"110";"              ";"@@@@@";;"Engalytchev";;
"111";"              ";"@@@@@";;"Engovatov";;
"112";"              ";"@@@@@";;"Enguelgardt";;
"113";"              ";"@@@@@";;"Entine";;
"114";"              ";"@@@@@";;"Entski";;
"115";"              ";"@@@@@";;"Epinguer";;
"116";"              ";"@@@@@";;"Erdeli";;
"117";"              ";"@@@@@";;"Eristov";;
"118";"              ";"@@@@@";;"Ernet";;
"119";"              ";"@@@@@";;"Esmond";;
"12";"               ";"@@@@@";;"Babin";;
"120";"              ";"@@@@@";;"Essen";;
"121";"              ";"@@@@@";;"Estse";;
"122";"              ";"@@@@@";;"Etouch";;
"123";"              ";"@@@@@";;"Evanoff";;
"124";"              ";"@@@@@";;"Falin";;
"125";"              ";"@@@@@";;"Famoussov";;
"126";"              ";"@@@@@";;"Fanine";;
"127";"              ";"@@@@@";;"Fedine";;
"128";"              ";"@@@@@";;"Fedosseïev";;
"129";"              ";"@@@@@";;"Fedossov";;
"13";"               ";"@@@@@";;"Balaban";;
"130";"              ";"@@@@@";;"Fedoulov";;
"131";"              ";"@@@@@";;"Feliks";;
"132";"              ";"@@@@@";;"Fetissov";;
"133";"              ";"@@@@@";;"Filatov";;
"134";"              ";"@@@@@";;"Filenkov";;
"135";"              ";"@@@@@";;"Filipov";;
"136";"              ";"@@@@@";;"Filippov";;
"137";"              ";"@@@@@";;"Filtchenkov";;
"138";"              ";"@@@@@";;"Firsov";;
"139";"              ";"@@@@@";;"Fliorov";;
"14";"               ";"@@@@@";;"Baran";;
"140";"              ";"@@@@@";;"Foka";;
"141";"              ";"@@@@@";;"Fomenkov";;
"142";"              ";"@@@@@";;"Fomitchiov";;
"143";"              ";"@@@@@";;"Fonvizine";;
"144";"              ";"@@@@@";;"Foukine";;
"145";"              ";"@@@@@";;"Fourmanov";;
"146";"              ";"@@@@@";;"Friazine";;
"147";"              ";"@@@@@";;"Frolov";;
"148";"              ";"@@@@@";;"Galkin";;
"149";"              ";"@@@@@";;"Garin";;
"15";"               ";"@@@@@";;"Baranovski";;
"150";"              ";"@@@@@";;"Gavrilov";;
"151";"              ";"@@@@@";;"Gehrardovna";;
"152";"              ";"@@@@@";;"Genrich";;
"153";"              ";"@@@@@";;"Georii";;
"154";"              ";"@@@@@";;"Ghliebnikov";;
"155";"              ";"@@@@@";;"Glinka";;
"156";"              ";"@@@@@";;"Golub";;
"157";"              ";"@@@@@";;"Gontcharov";;
"158";"              ";"@@@@@";;"Gorski";;
"159";"              ";"@@@@@";;"Govoretski";;
"16";"               ";"@@@@@";;"Belinsky";;
"160";"              ";"@@@@@";;"Grasmick";;
"161";"              ";"@@@@@";;"Grigore";;
"162";"              ";"@@@@@";;"Gromiko";;
"163";"              ";"@@@@@";;"Gruchetski";;
"164";"              ";"@@@@@";;"Guba";;
"165";"              ";"@@@@@";;"Gura";;
"166";"              ";"@@@@@";;"Gurin";;
"167";"              ";"@@@@@";;"Gurkin";;
"168";"              ";"@@@@@";;"Gvozdev";;
"169";"              ";"@@@@@";;"Holub";;
"17";"               ";"@@@@@";;"Belograski";;
"170";"              ";"@@@@@";;"Iablokov";;
"171";"              ";"@@@@@";;"Iablonski";;
"172";"              ";"@@@@@";;"Iachkine";;
"173";"              ";"@@@@@";;"Iaïtsev";;
"174";"              ";"@@@@@";;"Iakimov";;
"175";"              ";"@@@@@";;"Iakoubovitch";;
"176";"              ";"@@@@@";;"Iakouchine";;
"177";"              ";"@@@@@";;"Iakoupov";;
"178";"              ";"@@@@@";;"Iamskikh";;
"179";"              ";"@@@@@";;"Iankov";;
"18";"               ";"@@@@@";;"Belsky";;
"180";"              ";"@@@@@";;"Ianoukovitch";;
"181";"              ";"@@@@@";;"Iaromeïev";;
"182";"              ";"@@@@@";;"Iaroslavtsev";;
"183";"              ";"@@@@@";;"Iartsine";;
"184";"              ";"@@@@@";;"Iassenev";;
"185";"              ";"@@@@@";;"Igor";;
"186";"              ";"@@@@@";;"Ioubkine";;
"187";"              ";"@@@@@";;"Iouchkevitch";;
"188";"              ";"@@@@@";;"Ioudachkine";;
"189";"              ";"@@@@@";;"Ioudine";;
"19";"               ";"@@@@@";;"Bérégovoy";;
"190";"              ";"@@@@@";;"Iouferev";;
"191";"              ";"@@@@@";;"Iougov";;
"192";"              ";"@@@@@";;"Ioukhtrits";;
"193";"              ";"@@@@@";;"Ioumatov";;
"194";"              ";"@@@@@";;"Ioungue";;
"195";"              ";"@@@@@";;"Iourakine";;
"196";"              ";"@@@@@";;"Iourenev";;
"197";"              ";"@@@@@";;"Iourkov";;
"198";"              ";"@@@@@";;"Iournaïev";;
"199";"              ";"@@@@@";;"Ioutilov";;
"2";"                ";"@@@@@";;"Adamovich";;
"20";"               ";"@@@@@";;"Berezin";;
"200";"              ";"@@@@@";;"Ivan";;
"201";"              ";"@@@@@";;"Ivanov";;
"202";"              ";"@@@@@";;"Jablokov";;
"203";"              ";"@@@@@";;"Josiphy";;
"204";"              ";"@@@@@";;"Julianiya";;
"205";"              ";"@@@@@";;"Kagan";;
"206";"              ";"@@@@@";;"Kalinine";;
"207";"              ";"@@@@@";;"Kalugin";;
"208";"              ";"@@@@@";;"Karp";;
"209";"              ";"@@@@@";;"Khabalov";;
"21";"               ";"@@@@@";;"Bielinski";;
"210";"              ";"@@@@@";;"Khabenski";;
"211";"              ";"@@@@@";;"Khalski";;
"212";"              ";"@@@@@";;"Khamidoulline";;
"213";"              ";"@@@@@";;"Khanipov";;
"214";"              ";"@@@@@";;"Kharitonov";;
"215";"              ";"@@@@@";;"Kharzine";;
"216";"              ";"@@@@@";;"Khiguir";;
"217";"              ";"@@@@@";;"Khitrik";;
"218";"              ";"@@@@@";;"Khitruk";;
"219";"              ";"@@@@@";;"Khlebov";;
"22";"               ";"@@@@@";;"Bobritschew";;
"220";"              ";"@@@@@";;"Khlystov";;
"221";"              ";"@@@@@";;"Khodiaïev";;
"222";"              ";"@@@@@";;"Kholodov";;
"223";"              ";"@@@@@";;"Khorkov";;
"224";"              ";"@@@@@";;"Khoudovekov";;
"225";"              ";"@@@@@";;"Khramov";;
"226";"              ";"@@@@@";;"Khromov";;
"227";"              ";"@@@@@";;"Khvostovski";;
"228";"              ";"@@@@@";;"Klimentinov";;
"229";"              ";"@@@@@";;"Kniasev";;
"23";"               ";"@@@@@";;"Bogdanovitch";;
"230";"              ";"@@@@@";;"Korolenko";;
"231";"              ";"@@@@@";;"Kosik";;
"232";"              ";"@@@@@";;"Kosloff";;
"233";"              ";"@@@@@";;"Kourine";;
"234";"              ";"@@@@@";;"Koval";;
"235";"              ";"@@@@@";;"Kovaleski";;
"236";"              ";"@@@@@";;"Kovalik";;
"237";"              ";"@@@@@";;"Kovalsky";;
"238";"              ";"@@@@@";;"Kowaleski";;
"239";"              ";"@@@@@";;"Kozloff";;
"24";"               ";"@@@@@";;"Bolchoi";;
"240";"              ";"@@@@@";;"Kozuch";;
"241";"              ";"@@@@@";;"Krasine";;
"242";"              ";"@@@@@";;"Krasnoff";;
"243";"              ";"@@@@@";;"Krasnov";;
"244";"              ";"@@@@@";;"Kravets";;
"245";"              ";"@@@@@";;"Kristoff";;
"246";"              ";"@@@@@";;"Krupski";;
"247";"              ";"@@@@@";;"Kuba";;
"248";"              ";"@@@@@";;"Kubilius";;
"249";"              ";"@@@@@";;"Kuzma";;
"25";"               ";"@@@@@";;"Bolgarov";;
"250";"              ";"@@@@@";;"Lach";;
"251";"              ";"@@@@@";;"Laurentinov";;
"252";"              ";"@@@@@";;"Leonidov";;
"253";"              ";"@@@@@";;"Levin";;
"254";"              ";"@@@@@";;"Lipov";;
"255";"              ";"@@@@@";;"Lipovetsky";;
"256";"              ";"@@@@@";;"Lissitsine";;
"257";"              ";"@@@@@";;"Litvin";;
"258";"              ";"@@@@@";;"Lopatin";;
"259";"              ";"@@@@@";;"Lukin";;
"26";"               ";"@@@@@";;"Bolotin";;
"260";"              ";"@@@@@";;"Lyubovitsky";;
"261";"              ";"@@@@@";;"Malinine";;
"262";"              ";"@@@@@";;"Marcovitch";;
"263";"              ";"@@@@@";;"Markoff";;
"264";"              ";"@@@@@";;"Markovich";;
"265";"              ";"@@@@@";;"Markow";;
"266";"              ";"@@@@@";;"Martinov";;
"267";"              ";"@@@@@";;"Maslo";;
"268";"              ";"@@@@@";;"Maslow";;
"269";"              ";"@@@@@";;"Mechtcherski";;
"27";"               ";"@@@@@";;"Borin";;
"270";"              ";"@@@@@";;"Melnik";;
"271";"              ";"@@@@@";;"Melnikov";;
"272";"              ";"@@@@@";;"Mihalovich";;
"273";"              ";"@@@@@";;"Mikulich";;
"274";"              ";"@@@@@";;"Mishkin";;
"275";"              ";"@@@@@";;"Molkinov";;
"276";"              ";"@@@@@";;"Morozov";;
"277";"              ";"@@@@@";;"Moskovski";;
"278";"              ";"@@@@@";;"Nicolai";;
"279";"              ";"@@@@@";;"Nikolaï";;
"28";"               ";"@@@@@";;"Borodine";;
"280";"              ";"@@@@@";;"Nikonov";;
"281";"              ";"@@@@@";;"Nikonovich";;
"282";"              ";"@@@@@";;"Nikonovitch";;
"283";"              ";"@@@@@";;"Novikoff";;
"284";"              ";"@@@@@";;"Novosad";;
"285";"              ";"@@@@@";;"Odine";;
"286";"              ";"@@@@@";;"Olshansky";;
"287";"              ";"@@@@@";;"Orloff";;
"288";"              ";"@@@@@";;"Orlov";;
"289";"              ";"@@@@@";;"Orlovsky";;
"29";"               ";"@@@@@";;"Brobroff";;
"290";"              ";"@@@@@";;"Ostrovsky";;
"291";"              ";"@@@@@";;"Oubych";;
"292";"              ";"@@@@@";;"Ouchakov";;
"293";"              ";"@@@@@";;"Oudom";;
"294";"              ";"@@@@@";;"Ouglitchinine";;
"295";"              ";"@@@@@";;"Ouglitski";;
"296";"              ";"@@@@@";;"Ouglov";;
"297";"              ";"@@@@@";;"Ougolev";;
"298";"              ";"@@@@@";;"Ougolnikov";;
"299";"              ";"@@@@@";;"Ouïtski";;
"3";"                ";"@@@@@";;"Agin";;
"30";"               ";"@@@@@";;"Bunin";;
"300";"              ";"@@@@@";;"Oukhtomski";;
"301";"              ";"@@@@@";;"Oulanov";;
"302";"              ";"@@@@@";;"Oulanov";;
"303";"              ";"@@@@@";;"Oulianine";;
"304";"              ";"@@@@@";;"Oulianov";;
"305";"              ";"@@@@@";;"Oulitski";;
"306";"              ";"@@@@@";;"Oumametev";;
"307";"              ";"@@@@@";;"Oumski";;
"308";"              ";"@@@@@";;"Ounguern";;
"309";"              ";"@@@@@";;"Ounkovski";;
"31";"               ";"@@@@@";;"Burdin";;
"310";"              ";"@@@@@";;"Ountilov";;
"311";"              ";"@@@@@";;"Ourakov";;
"312";"              ";"@@@@@";;"Ouroussov";;
"313";"              ";"@@@@@";;"Ouspenski";;
"314";"              ";"@@@@@";;"Oussatov";;
"315";"              ";"@@@@@";;"Oussenko";;
"316";"              ";"@@@@@";;"Oussov";;
"317";"              ";"@@@@@";;"Oustimovitch";;
"318";"              ";"@@@@@";;"Oustinov";;
"319";"              ";"@@@@@";;"Oustioujanine";;
"32";"               ";"@@@@@";;"Chabaline";;
"320";"              ";"@@@@@";;"Outiossov";;
"321";"              ";"@@@@@";;"Outioujine";;
"322";"              ";"@@@@@";;"Outterklo";;
"323";"              ";"@@@@@";;"Ouvarov";;
"324";"              ";"@@@@@";;"Pac";;
"325";"              ";"@@@@@";;"Paley";;
"326";"              ";"@@@@@";;"Pankowski";;
"327";"              ";"@@@@@";;"Pastukhovski";;
"328";"              ";"@@@@@";;"Pavlov";;
"329";"              ";"@@@@@";;"Pavlovsky";;
"33";"               ";"@@@@@";;"Chabounine";;
"330";"              ";"@@@@@";;"Peskine";;
"331";"              ";"@@@@@";;"Petroff";;
"332";"              ";"@@@@@";;"Petrov";;
"333";"              ";"@@@@@";;"Petrovich";;
"334";"              ";"@@@@@";;"Petrowski";;
"335";"              ";"@@@@@";;"Plechkanov";;
"336";"              ";"@@@@@";;"Podrovich";;
"337";"              ";"@@@@@";;"Polakoff";;
"338";"              ";"@@@@@";;"Polanski";;
"339";"              ";"@@@@@";;"Poleski";;
"34";"               ";"@@@@@";;"Chafigouline";;
"340";"              ";"@@@@@";;"Polotski";;
"341";"              ";"@@@@@";;"Polsky";;
"342";"              ";"@@@@@";;"Polyakov";;
"343";"              ";"@@@@@";;"Popoff";;
"344";"              ";"@@@@@";;"Popovich";;
"345";"              ";"@@@@@";;"Popovski";;
"346";"              ";"@@@@@";;"Pozniak";;
"347";"              ";"@@@@@";;"Primack";;
"348";"              ";"@@@@@";;"Prokofiev";;
"349";"              ";"@@@@@";;"Pronin";;
"35";"               ";"@@@@@";;"Chaikovski";;
"350";"              ";"@@@@@";;"Ptitchin";;
"351";"              ";"@@@@@";;"Ptitchkin";;
