"3c857048:4c765a9f:dde5eb97:9ffa342e";"US";"« Mission Boston » was the codename for the US 82nd Airborne Division's combat drop over Cotentin on June 6th. This veteran division from Sicily & Italy played a crucial role in D-Day's planning, for it landed at the extreme right flank of the invasion, which it had to secure at all costs.\n\nAlthough the drop went better (or less badly) than its sister-division the 101st, the 82nd was scattered all over Cotentin and, as a consequence, understrength or ad-hoc units went on fighting to secure objectives intended for much larger outfits, such as Sainte-Mère-Eglise and the Merderet crossings…";"« Mission Boston » was the codename for the US 82nd Airborne Division's combat drop over Cotentin on June 6th. This veteran division from Sicily & Italy played a crucial role in D-Day's planning, for it landed at the extreme right flank of the invasion, which it had to secure at all costs.\n\nAlthough the drop went better (or less badly) than its sister-division the 101st, the 82nd was scattered all over Cotentin and, as a consequence, understrength or ad-hoc units went on fighting to secure objectives intended for much larger outfits, such as Sainte-Mère-Eglise and the Merderet crossings…"
"3c969bca:494f97a9:7c2d18bf:ddb6be55";"US";"STRENGTH";"STRENGTH"
"3ca92290:4f8658eb:1555ecaf:24556916";"US";"Perte d'une reconnaissance aérienne, d'un bombardement aérien, d'une couverture aérienne ou d'un mouilleur de mines.";"Air raid, aerial cover or minelayer lost."
"3ca967bb:45b5c7f8:6e5fd1a1:a8c15261";"US";"Scouts report that the Germans are wavering. We just have to hold them at bay for a little longer, and they'll give up.";"Scouts report that the Germans are wavering. We just have to hold them at bay for a little longer, and they'll give up."
"3caedbed:437861c6:da35aa96:85fc8dd6";"US";"Main objective: Take and hold Cheux.";"Main objective: Take and hold Cheux."
"3cb25755:4e762701:78b86c8f:42cda0c8";"US";"#Arialbold{AMERICANS}:\n\n#Arialbold{26th Infantry Regiment} : this force regroups a full infantry battalion with its support weapons, all from the elite « Big Red One », as well as some armored cavalry elements.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Panzeraufklärungs-Abteilung 2}: with only two companies of armored infantry and scouts, supported by a handful of armed half-tracks, this force is the underdog. Only a skillful use of every single vehicle, as well as the ability to give up ground slowly, will prevent the enemy from breaking through.";"#Arialbold{AMERICANS}:\n\n#Arialbold{26th Infantry Regiment}: this force regroups a full infantry battalion with its support weapons, all from the elite « Big Red One », as well as some armoured cavalry elements.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Panzeraufklärungs-Abteilung 2}: with only two companies of armoured infantry and scouts, supported by a handful of armed half-tracks, this force is the underdog. Only skilful use of every single vehicle, as well as the ability to surrender ground slowly, will prevent the enemy from breaking through."
"3cce45ba:49ede2cb:d42aca8b:c0db3444";"US";"Bataillon d'artillerie disposant de puissantes pièces de 105mm et de mortiers rapides pour soutenir l'infanterie. Parfait pour déloger un ennemi en défense ou couvrir une attaque par des fumigènes.";"Artillery battalion with powerful 105mm guns and rapid mortars for infantry support. Perfect for ousting an enemy from behind defense lines or for covering an attack with smoke devices."
"3cd4a904:4d953aa6:b359ccbd:cc8c5e34";"US";"If our boys managed to capture some German supply trucks around Audouville, these could be the perfect middle ground: good cargo capacity, and we could call them in early enough.";"If our boys managed to capture some German supply trucks around Audouville, these could be the perfect middle ground: good cargo capacity, and we could call them in early enough."
"3cd81c83:4754283a:0ababfbc:9c4fbb20";"US";"Redéployer l'unité";"Redeploy the unit"
"3cdb1aac:4f03f5c1:f38c8194:988b021b";"US";"Victory level";"Victory level"
"3cf32435:4ecf1a21:537d27bd:9ce2ce56";"US";"Machine Gun (infantry)\nCan only fire while stationary.";"Machine Gun (infantry)\nCan only fire while stationary."
"3d0380fc:40359ad6:533a1ca7:630bdb7a";"US";"Suite à l'arrestation de Scarghill, les principaux syndicats ordonnent la grève générale, paralysant le pays.";"Following Arthur Scargill's arrest the main unions are calling for a general strike that will bring the country to a standstill."
"3d0cb5f3:4108f00f:b183e882:0c67c335";"US";"Starter battlegroup 16. Luftwaffe";"Starter battlegroup 16. Luftwaffe"
"3d1d8dd9:44dab20c:c488c7b9:0bdd9b79";"US";"These are the powerful 350mm+ guns of the Allied armada supporting the Normandy landings.";"These are the powerful 350mm+ guns of the Allied armada supporting the Normandy landings."
"3d21ae99:4acd88d4:92a760bb:daa235a3";"US";"CONNECTING";"CONNECTING"
"3d2c8c18:4c007055:6819e393:ea37166e";"US";"Rejoindre la salle de guerre";"Go to the war room"
"3d336cf1:442624bb:99792b8c:75a727b3";"US";"The tanks are almost there, sir.";"The tanks are almost there, sir."
"3d48522f:410c6ba6:57e14a90:fae913dc";"US";"ADVANCED VIDEO";"ADVANCED VIDEO"
"3d512ea1:49fb0ab9:20301685:69906327";"US";;
"3d5da062:43cd8a97:89e3f683:87e70fbe";"US";"Win a 3v3 multiplayer game";"Win a 3v3 multiplayer game"
"3d613dd8:42fe20fc:eee5d780:2d2ce763";"US";"QA Team";"QA Team"
"3d714f1d:40dbcaae:0e666387:669307b9";"US";"Fire missions are tied to their field observers: if the latter dies in-game, the remaining off-map fire missions are lost with him.\nFire missions are limited and can't be replenished : once all used up, the off-map asset is removed.";"Fire missions are tied to their field observers: if the latter dies in-game, the remaining off-map fire missions are lost with him.\nFire missions are limited and can't be replenished : once all used up, the off-map asset is removed."
"3d836181:411d001d:4fcc0bb9:ee8e835d";"US";"AltGr";"AltGr"
"3d8b1f43:4f669cdc:76c0979e:ec6a82ff";"US";"Bad";"Bad"
"3d9e57c3:4fdd2a05:f192a3a2:ac41e8d8";"US";"Quarter of battle time remaining";"One quarter of battle time remaining"
"3da4687d:472915c9:4e461b98:efc257eb";"US";"Indicates the weapon's armour piercing value at max range.\nIt needs to at least equal the target's armour in order to penetrate it.\nThe higher the AP value is in contrast with that of the armour, the greater the chance to penetrate it and the suppression damages inflicted.";"Indicates the weapon's armour piercing value at max range.\nIt needs to at least equal the target's armour in order to penetrate it.\nThe higher the AP value is in contrast with that of the armour, the greater the chance to penetrate it and the suppression damages inflicted."
"3da77e3f:4b97a495:fff02096:f1dea719";"US";"Une intervention aussi discrète que décisive de la Division de Taman a neutralisé les velléités de Gorbatchev. Vous pouvez désormais choisir son successeur.";"The discreet and decisive intervention by the Tamanskaya Division has neutralized Gorbachev's attempts.\n\nYou can now choose his successor."
"3da7b577:4ebffe12:0d2270af:e3b4566b";"US";"and establish a beachhead on the other side of the Odon.";"and establish a beachhead on the other side of the Odon."
"3db27055:4734741b:d79a03a9:62abebc2";"US";"AI Leads";"AI Leads"
"3dc8f361:432fa115:200f88b5:3cf00037";"US";"Dieter von CHOLTITZ";"Dietrich von CHOLTITZ"
"3dd15cd0:4f8d0ed1:a7f13bb3:da16f705";"US";"The Attacker only controls a small portion of the field, and his mission is to take the objective while suffering less than 3000 destruction points (he will also lose if he controls less than 10% of the map).\n\nThe Defender controls the largest part of the map. He must retain control of the objective and inflict enough losses to the Attacker’s forces (as defined by an amount of Destruction Points).";"The Attacker only controls a small portion of the field, and his mission is to take the objective while suffering fewer than 3000 destruction points (he will also lose if he controls less than 10% of the map).\n\nThe Defender controls the largest part of the map. He must retain control of the objective and inflict enough losses on the Attacker’s forces (as defined by an amount of Destruction Points)."
"3dd83b1e:49ba8484:60fa5aa6:dbf1402f";"US";"Détacher des unités navales";"Detach naval units"
"3dea0fc1:47a7612f:4c0ec5b8:ebb99342";"US";"FIELD BATTERY";"FIELD BATTERY"
"3dfa654b:41a30af5:72208d92:1e58acf9";"US";"Viktor Grishin prend l'avantage dans la course à la succession. C'est un modéré qui ne devrait pas changer le cours de la guerre. Les militaires se demandent si une politique plus radicale ne serait pas nécessaire.";"Viktor Grishin is has the advantage in the race for the succession; a moderate who is unlikely to change the course of the war.\n\nThe military powers are wondering if more radical politics wouldn't be required."
"3dfb9562:4a0dec89:92cf76b1:0dc54990";"US";;
"3dfe7eb0:4bcdbb19:9ebdd0bd:2b534fdd";"US";;
"3e001b94:4a7d4527:960be9a8:78256c07";"US";"Ally M8 #am8 reconnaissance vehicles have just arrived to help wipe out any remaining enemies after the artillery strike.";"Ally M8 #am8 reconnaissance vehicles have just arrived to help wipe out any remaining enemies after the artillery strike."
"3e0d52f5:45cd4cef:ba3696b1:5c055032";"US";"This exercise will focus on supply matters and the effect on a unit of fighting behind enemy lines.\n\You will be taught:\n\n  * Capture\n  * Supply\n  * Encirclement & Surrender\n  * Airborne & Leaders' abilities";"This exercise will focus on supply matters and the effect on a unit of fighting behind enemy lines.\n\You will be taught:\n\n  * Capture\n  * Supply\n  * Encirclement & Surrender\n  * Airborne & Leaders' abilities"
"3e1c8199:4a9c1965:5bfc0ea8:e8d85a9f";"US";"Hold the main bridge, and keep at least one unit on it, to ensure its control.";"Hold the main bridge, and keep at least one unit on it, to ensure its control."
"3e255e86:466d822c:6db97584:a7eaac1c";"US";"Player is already a team member.";"Player is already a team member."
"3e294fd7:41aff62b:b84911b8:58049486";"US";;
"3e312db7:43f28220:55db0cbe:be9bc32c";"US";"Allies";"Allies"
"3e52c857:49e657af:377f8f8f:6eb9f917";"US";"to re-establish a line of defence inland,";"to re-establish a line of defence inland,"
"3e6038af:4908c3ca:6be7499a:c68b302c";"US";"Unable to reset the last known good configuration file, do you want to set up the default configuration?";"Unable to reset the last known good configuration file, do you want to set up the default configuration?"
"3e6efc0e:496b0171:35103483:c2050ad6";"US";"HIDE HUD";"HIDE HUD"
"3e7c5cea:440a8c9f:dc9cb396:3c9e89c6";"US";"but to reach it, we’ll have to walk over another British airborne brigade.";"but to reach it, we’ll have to walk over another British airborne brigade."
"3e826fe3:466ad49c:d96ec2b3:9c1babe7";"US";;
"3e9a0c3a:4c83d73c:8df49e92:677f8c16";"US";"Enemy column in sight, we must stop them!";"Enemy column in sight, we must stop them!"
"3e9d8fa5:4acc6675:8fa404b8:126a5c6c";"US";"Voice chat reception volume";"Voice chat reception volume"
"3eab702e:43afd8f3:f10e6c82:969c07f6";"US";"FM";"FM"
"3ebbd118:41f97780:07282a83:5e96a504";"US";"Terrain compression";"Terrain compression"
"3ee63463:47856b05:301b57bf:d48bb9c2";"US";"Production Team";"Production Team"
"3eeb44da:4ddf5675:789e6792:2eb01908";"US";"Le Pacte reprend Copenhague";"The Pact recaptures Copenhagen"
"3f0641dc:47015c41:50aafbb0:374660e5";"US";"Un avion espion fait un vol de reconnaissance au-dessus des secteurs ennemis.\n\nEffet: Il révèlera le nom, type, nationalité et composition de tout groupe de combat présent dans le secteur ciblé.";"A reconnaissance mission will reveal the name, type, nationality, morale, initiative and composition of any enemy combat group present at 6:00 AM in the targeted sector.\n\nAny enemy sector can be targeted."
"3f0ca4d1:419677f8:063125bc:d17f07d7";"US";"His counter-attack has stalled,";"His counter-attack has stalled,"
"3f25f47b:4abfe33f:a501baaa:aab692c4";"US";"Saving %1";"Saving %1"
"3f272758:49c4fb37:f1de19a9:9fcef8a2";"US";"Airborne Pathfinders are elite troops and can engage isolated enemies at close range, while 2-man recon teams should be kept away from any fighting. Their only job is to keep their eyes open!";"Airborne Pathfinders are elite troops and can engage isolated enemies at close range, while 2-man recon teams should be kept away from any fighting. Their only job is to keep their eyes open!"
"3f2d8812:4837d5d2:c93eb2ba:2f4bda2a";"US";"2nd Lieutenant";"2nd Lieutenant"
"3f633bb4:41bbda52:de802ea5:12b38fcf";"US";"The battle stopped because the enemy decided to retreat their forces.";"The battle stopped because the enemy decided to retreat their forces."
"3f7540af:47f19ab3:0493fba8:1db773f7";"US";"Langue par defaut";"Default language"
"3f93f367:4258d7f1:752f5996:47a8b587";"US";"VIDEO";"VIDEO"
"3f95e5ac:40767f74:442e01af:c10aede9";"US";"Le 345e VDV Rgt est disponible.";"The 345th VDV Rgt will be available soon."
"3fa404f7:4534da2a:9ce8bfb3:7cdcd7bb";"US";"OBJECTIVE FAILED";"OBJECTIVE FAILED"
"3faa4a69:402c7315:21bcb58d:b1a1fabb";"US";"French Resistance is calling for help, Major. They are about to be crushed.";"French Resistance is calling for help, Major. They are about to be crushed."
"3fbe5302:4b42580a:bbe33aaf:a70d9460";"US";;
"3fc77a4e:43600fc8:27e1d09e:587e7979";"US";"Place a flare ordering to attack";"Place a flare ordering an attack."
"3fd007e1:4c3e52ed:d2810390:40c0d88b";"US";"Choose the iconography for the company icons";"Choose the iconography for the company icons."
"3ff78aa3:4d76d253:0530db96:00b7fa22";"US";"Rapport météo";"Weather report"
"3ff89591:49d60634:56a6c097:089be105";"US";;
"3ffc1903:4f721ab0:00756098:d0dc42f9";"US";"The British are well dug in, mein Herr. Any infantry or Panzer assault should only be launched in the wake of an artillery barrage.";"The British are well dug in, mein Herr. Any infantry or Panzer assault should only be launched in the wake of an artillery barrage."
