"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"BreakText";"        ";"-J-pj";;"プレイヤーは幾つか固有の師団から,このモードに合う戦闘群を作る事ができます,ここで作った戦闘群は他のモードとは互換性はありません.\n\nこのシナリオの全攻撃側,防御側師団は共にポイント収入は同じです.更に,各フェイズの徴発ポイントは,各フェイズの最初に与えられます.次のフェイズが始まるまで,あなたはそのポイント以上を受け取ることはありません.";"Players have to create a battlegroup from several specific divisions, modified to fit this mode. These battlegroups are not compatible with other modes.\n\nBEWARE: All attacking and defending divisions in this scenario have the same income. Besides, each phase's requisition points will be granted IN FULL at the BEGINNING of each phase. You will not receive any more points until the beginning of the next phase!";
"BreakTitle";"       ";"-J--j";;"シナリオ\n--------------------------------\n";"SCENARIO PRESENTATION\n--------------------------------\n";
"HB01_DATE";"        ";"-J--j";;"#Arialbold{1944年6月12日}";"#Arialbold{June 12th, 1944}";
"HB01_HIOUT";"       ";"-J-pj";;"彼らは #Arialbold{コーモン＝レヴォンテ(Caumont-l'Evente)} をビッグレッドワン(第1歩兵師団)に奪われたとはいえ, 第2装甲師団の偵察部隊は,自身の弱点を,なんとか秘匿していた.背後にあいた戦線の穴をふるいにかけ,彼らは増援が到着するまでの充分に長い時間 La Londeを維持しつつ,ノルマンディ戦役がまさに始まる以前から,アメリカ軍によってドイツ軍戦線がバラバラに引き裂かれることを防いでいた.\n\nLa Londeは,それ故に,ほとんど2ヶ月以上もドイツの手にあり,英軍による #Arialbold{ブルーコート作戦} によりやっと解放される事となった.\n\n#Arialbold{貴官}ならどうやる？";"Although they lost #Arialbold{Caumont-l'Eventé} quickly to the Big Red One, 2. Panzer's scouts managed to hide their weakness. Screening the gap behind them, they held La Londe long enough for reinforcements to arrive, preventing the Americans from tearing the German front apart before the Normandy campaign even really began.\n\nLa Londe would therefore remain in German hands for almost two more months, only being liberated by the British army during #Arialbold{Operation Bluecoat}.\n\nHow did #Arialbold{YOU} fare?";
"HB01_MAP";"         ";"-J--j";;"#Arialbold{コーモン＝レヴォンテ(Caumont-l'Evente)}";"#Arialbold{Caumont-l'Eventé}";
"HB01_SCEOB";"       ";"-J-pj";;"#Arialbold{米軍}:\n\n- ドイツ軍戦線を突破し #Arialbold{La Londe}村を #Arialbold{占領}せよ.\n\n- 過大な死傷者をだすな.\n\n\n#Arialbold{ドイツ軍}:\n\n- 米軍によるドイツ軍前線の突破を防ぎ, #Arialbold{La Londe}村を#Arialbold{維持}せよ.\n\n- 米軍部隊の士気を崩壊させるに十分な損害を与えよ.";"#Arialbold{AMERICANS}:\n\n- #Arialbold{Capture} the village of #Arialbold{La Londe} to break through the German screen.\n\n- Avoid excessive casualties.\n\n\n#Arialbold{GERMANS}:\n\n- #Arialbold{Hold} the village of #Arialbold{La Londe} to prevent the Americans from breaking the German front.\n\n- Inflict sufficient casualties to break the American morale.";
"HB01_SCEOF";"       ";"-J-pj";;"#Arialbold{米軍}:\n\n#Arialbold{第26歩兵連隊}: この部隊は,機甲騎兵部隊と同じように,全てエリート部隊≪Big Red One≫の中から,火力支援を受け完全装備の歩兵大隊を再編成している.\n\n\n#Arialbold{ドイツ軍}:\n\n#Arialbold{Panzeraufklarungs-Abteilung 2}: 2個機械化歩兵と偵察兵,ひと握りのハーフトラックによる支援を受け,この部隊は弱い.単車の扱いに熟練し,戦場を素早く移動できることだけが,敵の前線突破を防ぐだろう.";"#Arialbold{AMERICANS}:\n\n#Arialbold{26th Infantry Regiment}: this force regroups a full infantry battalion with its support weapons, all from the elite « Big Red One », as well as some armoured cavalry elements.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Panzeraufklärungs-Abteilung 2}: with only two companies of armoured infantry and scouts, supported by a handful of armed half-tracks, this force is the underdog. Only skilful use of every single vehicle, as well as the ability to surrender ground slowly, will prevent the enemy from breaking through.";
"HB01_SCEPR";"       ";"-J-pj";;"#Arialbold{Caumont's Gap} はノルマンディ戦役がまさに始まる前, 米第1歩兵師団がドイツ軍戦線を突破する失った機会を扱う.\n\n≪血のオマハ≫で悪夢のような損害を受けてから, エリート≪ビッグレッドワン≫は内陸を慎重に移動するようになる.\n\nCaumont-l'Evente 近郊,ドイツ防衛線の大きな隙間,無防備とも言える,第2装甲師団偵察大隊の2個小隊は, 背後の守りが全く欠けているのを,気づかれまいと守っており,ビッグレッドワンは知らずに,その隙間に向け進攻していた.";"#Arialbold{Caumont's Gap} covers lost opportunity by US 1st Infantry Division to break the German front before the Normandy campaign even really began.\n\nAfter landing at « Bloody » Omaha with dreadful losses, the elite « Big Red One » moved carefully inland.\n\nNear Caumont-l'Eventé, unbeknownst to them, they advanced right into a major gap in the German defences, virtually undefended: only two companies from 2. Panzer Division's recon battalion were there, screening the complete lack of in-depth defence behind them…";
"HB02_DATE";"        ";"-J--j";;"#Arialbold{1944年7月4日}";"#Arialbold{July 4th, 1944}";
"HB02_HIOUT";"       ";"-J-pj";;"消耗した若きSS擲弾兵らの頑強な抵抗があるにも関わらず#Arialbold{カルピケ村(Carpiquet village)}に送られたカナダ軍2個大隊は,英軍'Funnies'の支援の下に2時間に渡る掃討作戦後にかろうじて街を手に入れ,まる一日ドイツ軍の反撃を退けて確保していた.\n\n#Arialbold{格納庫}に送られた単独のカナダ軍大隊は,同じように事は進まなかった.開豁地に出たとたん,88mm砲や,埋められた戦車によって幾つもの支援戦車が破壊された.最初の戦闘は直ちに中止されたのち,その日遅くの２回目の戦闘で格納庫を確保した...\n\n...しかし #Arialbold{管制棟}は,堅いナッツに穴を穿つぐらい強固であることがわかった.大量の航空支援による格納庫への爆撃に引き続いて,カナダ軍戦車は,それでもなおドイツ軍戦車や対戦車砲の視界のまっただ中の見渡しが良い滑走路を横切らなければならなかった.あっという間に1ダースものシャーマンを失い,戦闘の継続は中止させられた.\n\n飛行場の殆どをカナダ軍の手中に収めたとはいえ, 目障りなカルピケのドイツ軍を完全に排除するという #Arialbold{ウインザー作戦}のゴールは満たせなかった.\n\n#Arialbold{貴官}ならどうしたか??";"Despite a staunch resistance from a reduced company of young SS-Panzer Grenadiers, the two Canadian battalions sent against #Arialbold{Carpiquet village} managed to secure the city after two hours of house-to-house fighting with the help of British 'Funnies', and then held it all day against German counter-attacks.\n\nThings didn't go as well for the lone Canadian battalion sent against the #Arialbold{hangars}, which soon had several of its supporting tanks knocked out in the open by a German 88mm or dug-in tanks. After the initial assault was stopped in its tracks, a second one later in the day secured the hangars...\n\n... but the #Arialbold{control buildings} proved too tough a nut to crack. Attacking in the wake of the fall of the hangars with massive air support, the Canadian tanks had to nevertheless move across the landing strip, entirely in the open and in view of the German tanks & AA guns. After losing a dozen Shermans in short succession, the attack was called off.\n\nAlthough most of the airfield was now in Canadian hands, #Arialbold{Operation Windsor}'s goal of completely removing the German salient at Carpiquet wasn't met.\n\nHow did #Arialbold{YOU} fare?";
"HB02_MAP";"         ";"-J--j";;"#Arialbold{カルピケ(Carpiquet)}";"#Arialbold{Carpiquet}";
"HB02_SCEOB";"       ";"-J-pj";;"#Arialbold{カナダ軍}:\n\n- #Arialbold{カルピケ村(Carpiquet)}と#Arialbold{格納庫}&#Arialbold{管制棟}の両方を#Arialbold{占領}せよ.\n\n- 過大な死傷者をだすな.\n\n\n#Arialbold{ドイツ軍}:\n\n- #Arialbold{カルピケ村(Carpiquet)}, #Arialbold{格納庫} & #Arialbold{管制棟} できるだけ維持せよ.\n\n- カナダ軍部隊の士気を崩壊させるに十分な損害を与えよ.";"#Arialbold{CANADIANS}:\n\n- #Arialbold{Capture} both #Arialbold{Carpiquet village}, the #Arialbold{hangars} & the #Arialbold{control buildings}.\n\n- Avoid excessive casualties.\n\n\n#Arialbold{GERMANS}:\n\n- #Arialbold{Hold} as many objectives as you can among #Arialbold{Carpiquet village}, the #Arialbold{hangars} & the #Arialbold{control buildings}.\n\n- Inflict sufficient casualties to break the Canadian morale.";
"HB02_SCEOF";"       ";"-J-pj";;"#Arialbold{カナダ軍}:\n\n#Arialbold{第3カナダ歩兵師団}: 主に英国製 AVRE & クロコダイル戦車の支援をうけている歩兵部隊, 師団所有の25ポンド砲はもとより,RCAFのロケット弾を積んだタイフーン.しかし戦車が全く欠けている,開豁地を侵攻するためには,装甲車両に頼る必要がある.\n\n#Arialbold{第2カナダ機甲旅団}: 偵察部隊を別にすれば, この部隊は,もっぱら装甲車両と,大部分はシャーマンIII, シャーマンV & ファイフライから構成されている.砲撃観測員と,近接支援用に数機のタイフーンも配属されている.歩兵は無く,市街地や林野に進行するためには,歩兵部隊に頼る必要がある.\n\n\n#Arialbold{ドイツ軍}:\n\n#Arialbold{カンプフグルッペ クラウゼ}: この戦闘群は,3個機械化擲弾兵部隊から構成されている,幾つかの支援火器に混じり,６門の正確な８８mm砲で強化されている.クラウゼの作戦目標は,増援が到着するまで維持すること.\n\n#Arialbold{Reserve-Abteilung}: あらゆる部隊から再編した,にわか仕立ての戦闘群は,クルトマイヤーが,幾つかのパンター戦車から支援用重砲まで,傷病兵までも?,クラウゼを救出するために招集して送り込んだ";"#Arialbold{CANADIANS}:\n\n#Arialbold{3rd Canadian Infantry Division}: this mostly infantry force is supported by a few British AVRE & Crocodile tanks, its 25-pdr own divisional artillery as well as rocket Typhoons from RCAF. But almost entirely lacking tanks, it will have to rely on its armoured counterpart to advance in open terrain.\n\n#Arialbold{2nd Canadian Armoured Brigade}: but for a few scouts, this force is entirely composed of armoured vehicles, mostly Sherman III, Sherman V & Firefly. Also attached to it are several artillery observers and a few Typhoon close air support planes. Lacking infantry, it will have to rely on its counterpart to advance in urban or wooded areas.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Kampfgruppe Krause}: this battlegroup is built around three companies of (motorised) Panzer Grenadiers, reinforced with a few support weapons, amongst which are six precious 88mm Flak guns. Krause's mission is to hold long enough for reinforcements to arrive.\n\n#Arialbold{Reserve-Abteilung}: this ad hoc battlegroup regroups everything that Kurt Meyer could muster and send to Krause's rescue: from a few Panthers to massive heavy artillery support, and even walking wounded units!";
"HB02_SCEPR";"       ";"-J-pj";;"#Arialbold{作戦名 ウインザー}は,カナダ軍が,第12SS装甲師団が確保しているカルピケ飛行場の奪取を試みたシナリオを取り上げる.\n\n7月4日,とてつもない集中砲火に引き続いて,第2カナダ機甲旅団の戦車支援を受けた第3カナダ歩兵師団は,カルピケと飛行場への両面作戦に着手する.\n\nかたや白兵戦で街を占領しようと目論み,もう一方は,88mmの真正面の滑走路を横断しようと …";"#Arialbold{Operation Windsor} covers the Canadian attempt at reducing the Carpiquet airfield salient held for a month by 12. SS-Panzer.\n\nOn July 4th, in the wake of a tremendous artillery barrage, the 3rd Canadian Infantry Division, supported by the tanks of 2nd Canadian Armoured Brigade, launch a two-pronged attack on Carpiquet & its airfield.\n\nBut capturing the village in close combat is one thing; crossing the runway in the face of 88mm guns is another…";
"HB03_DATE";"        ";"-J--j";;"#Arialbold{1944年7月6日}";"#Arialbold{July 6th, 1944}";
"HB03_HIOUT";"       ";"-J-pj";;"それら3箇所への最初の攻撃は中断されたのち,#Arialbold{東側交差路}の守備部隊は,ついに半ダースものパンターによって蹂躙され,生き延びた者は捕虜になった.\n\nこの成功を利用するためにも,捕虜に対処するだけの部隊を残し,SSは #Arialbold{北側交差路}に向け進軍を再開した,そこにはカナダ軍の中でも最も脆弱な部隊が守っていたのでドイツ軍を食い止める見込みは無いものと思われた,けれども,最も存亡の危機が迫る時に,タイミング良く現れた2両のウルバリンが,素速く2両のパンターに火を吹かせたことで,他のパンターは退却していった.\n\nカナダ軍にとって最後の砦と思われていた #Arialbold{西側交差路} が脅かされることは無かった.パンターが背後に残していった歩兵部隊は,6ポンド砲やPIATなどの兵器によって粉砕され,#Arialbold{東側交差路}を再び取り返した.ドイツ軍はついに断念し,元の場所へと後退するが,道中,救援に駆けつけたタイフーンやファイアーフライに攻撃されることになった.\n\n#Arialbold{貴官}ならどうする??";"After breaking off the first three SS attacks on their position, the defenders of the #Arialbold{Eastern crossroad} were finally overrun by half a dozen Panthers, and the survivors taken prisoners.\n\nExploiting their success and leaving only a token force to deal with these prisoners, the SS resumed their advance against the #Arialbold{Northern crossroad}, where the Canadian company defending it was the weakest of them all, having no chance to keep the Germans at bay on its own. Yet, the timely appearance at the most critical moment of the two Wolverines quickly put two Panthers in flames, sending the others in retreat.\n\nThe #Arialbold{Western crossroad}, where the Canadians were supposed to make their last stand, was never threatened. The #Arialbold{Eastern crossroad} was even retaken when the Panther left behind with some infantry was destroyed by the joint effort of a 6-pdr gun and a PIAT for the killing blow.\n\nThe Germans gave up and retreated to their starting positions, harassed all the way by Typhoons & Canadian Shermans finally coming to the rescue.\n\nHow did #Arialbold{YOU} fare?";
"HB03_MAP";"         ";"-J--j";;"#Arialbold{カルピケ(Carpiquet)}";"#Arialbold{Carpiquet}";
"HB03_SCEOB";"       ";"-J--j";;"#Arialbold{カナダ軍}:\n\n- できる限り #Arialbold{カルピケ村(Carpiquet)}内の #Arialbold{交差路} を確保せよ.\n\n\n#Arialbold{ドイツ軍}:\n\n- できる限り #Arialbold{カルピケ村(Carpiquet)}内の #Arialbold{交差路} を占領せよ.";"#Arialbold{CANADIANS}:\n\n- #Arialbold{Hold} as much of the three #Arialbold{crossroads} within #Arialbold{Carpiquet village} as you can.\n\n\n#Arialbold{GERMANS}:\n\n- #Arialbold{Capture} as much of the three #Arialbold{crossroads} within #Arialbold{Carpiquet village} as you can.";
"HB03_SCEOF";"       ";"-J-pj";;"#Arialbold{カナダ軍}:\n\n#Arialbold{Regiment de la Chaudiere}: 追い詰められたパンターらを制するために,ケベック部隊が押さえているカルピケ村には当初,ライフル兵,ビッカース重機関銃,迫撃砲,軽対戦車砲(PIAT & 6ポンド)だけが配備されていた.また期せずして,ペアのウルバリンも与えられた.騎兵隊でもやるつもりか,夜半には第2カナダ軍機甲旅団編成のシャーマンとRACFのタイフーンも到着した.\n\n\n#Arialbold{ドイツ軍}:\n\n#Arialbold{Kampfgruppe Weidenhaupt}: この第1SS装甲師団戦闘群は, III./第1SS装甲擲弾兵連隊を核に,12両のパンター戦車と第12SS装甲師団の支援部隊で編成された.ルフトワッフェでさえ,この大々的な反撃に貢献するため,作戦をカバーする戦闘機を供出する";"#Arialbold{CANADIANS}:\n\n#Arialbold{Régiment de la Chaudière}: the Quebeckers holding Carpiquet village initially only have riflemen, Vickers HMG, mortars and light AT weapons (PIAT & 6-pdr) to hold the Panthers at bay. By chance, a pair of Wolverines are also present. But it will have to do, until the cavalry in the form of the 2nd Canadian Armoured Brigade's Shermans and RACF's Typhoon, arrive later in the day.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Kampfgruppe Weidenhaupt}: this 1. SS-Panzer Division's battlegroup is built around III./1. SS-Panzer Grenadier-Regiment reinforced with around twenty Panther tanks and some support elements from 12. SS-Panzer Division. Even the Luftwaffe has contributed to this major counter-attack, providing a few fighters to cover the operation!";
"HB03_SCEPR";"       ";"-J-pj";;"#Arialbold{Dawn of the Panthers}は,2日前の #Arialbold{作戦名 ウインザー}に引き続き行われた追加攻撃を取り上げる.\n\nカナダ部隊は,カルピケ村と飛行場の格納庫を占領したが管制棟の占領には失敗していた.第12SS装甲師団指揮官クルトマイヤーは,限定的な守備側勝利に満足していない一人だった,翌日から,彼は失った支配地域を取り戻すために,兵士を集められれば反撃を繰り返し,その甲斐もなく残骸を築きあげることになった.\n\n7月6日の夜明け,ケベック部隊が押さえているカルピケ村は,若きSS部隊とだけではなく,支援要請を受けた第1SS装甲師団から派遣された1ダースのパンターと対峙することになった!";"#Arialbold{Dawn of the Panthers} covers the follow-up battle for Carpiquet in the wake of #Arialbold{Operation Windsor}, two days earlier.\n\nWhile the Canadians had captured the village of Carpiquet and the airfield hangars, they had failed to secure the control buildings. But 12. SS-Panzer Division's commander Kurt Meyer wasn't a man to content himself with a partial defensive victory, or defeat. The following day, he scraped together whatever units he could muster, and launched successive counter-attacks to recapture the lost positions, but to no avail.\n\nAt dawn on July 6th, the Quebeckers holding Carpiquet village are faced not only with their young SS Nemesis, but also around two dozen Panthers from 1. SS-Panzer Division called in support!";
